University Name,Program Title,Program Link,Area of Study,Target Group,Focus
Hochschule Flensburg,Applied Bio and Food Sciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-flensburg-applied-bio-and-food-sciences-w26414/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w26414&hec-offset=65,"['Biotechnology', 'Production Engineering']",,"Food Technology, Food Sciences, Bioprocess Engineering, Industrial Food Production, Production Organisms, Biotechnology, Modern Methods of Cell Biotechnology and Cell Culture Engineering"
Ansbach University of Applied Sciences,Applied Biotechnology,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ansbach-university-of-applied-sciences-applied-biotechnology-w64830/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w64830&hec-offset=66,"['Bioengineering', 'Biotechnology', 'Food Technology']",,
International School of Management,Applied Business Data Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/international-school-of-management-applied-business-data-science-w65222/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w65222&hec-offset=67,"['Information Systems and Management', 'Statistics', 'Economic Sciences, Economics']",,"Business Informatics, Statistics, Business Intelligence, Machine Learning, Data Literacy, Principles of Programming, Big Data, Adaptive Learning Systems"
SRH University of Applied Sciences Heidelberg,Applied Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/srh-university-of-applied-sciences-heidelberg-applied-computer-science-w40883/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w40883&hec-offset=68,Applied Computer Science,,"Business Computing, Multimedia Development"
Hochschule Schmalkalden,Applied Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hochschule-schmalkalden-applied-computer-science-w60464/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w60464&hec-offset=69,"['Applied Computer Science', 'Computer Science']",,
University of Göttingen,Applied Data Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-goettingen-applied-data-science-w64855/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w64855&hec-offset=70,Applied Computer Science,,"Computational Neuroscience, Bioinformatics, Medical Data Science, Digital Humanities"
SRH University of Applied Sciences Heidelberg,Applied Data Science & Analytics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/srh-university-of-applied-sciences-heidelberg-applied-data-science-analytics-w59419/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w59419&hec-offset=71,Computer Science,"The course is geared to the needs of working people. The courses/lectures are bundled and usually take place at weekends, supplemented with online coaching.","Data Management, Big Data, Data Protection, Data Analytics, Research and Ethics, Software Engineering & Programming (Full-Time)"
University of Würzburg,Applied Earth Observation and Geoanalysis (EAGLE),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-wuerzburg-applied-earth-observation-and-geoanalysis-eagle-w55213/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w55213&hec-offset=72,"['Geography', 'Geoecology', 'Geosciences']","Geographers, GIS specialists, bioinformatics specialists, ecologists",
University of Oldenburg,Applied Economics and Data Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-oldenburg-applied-economics-and-data-science-w64890/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w64890&hec-offset=73,Economics,,"Applied Economics, Data Science"
Freiberg University of Mining and Technology,Applied Geosciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/freiberg-university-of-mining-and-technology-applied-geosciences-w45394/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w45394&hec-offset=74,"['Geophysics', 'Geosciences', 'Hydrology']",,"Tectonophysics of Orogeny, Environmental Geoscience, Hydrogeology/Hydrochemistry"
University of Halle-Wittenberg,Applied Geosciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-halle-wittenberg-applied-geosciences-w9908/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w9908&hec-offset=75,"['Geology', 'Geoecology', 'Geosciences']",Graduates of the Bachelor degree course or an equivalent geoscientific degree,"Technical Mineralogy, Mineral Deposits, Engineering Geology, Environmental Geology and Hydrogeology, Geodynamics & Applied Sedimentology, Physical Geography/Geoecology, Geo Remote Sensing & Geoinformatics"
RWTH Aachen University,Applied Health Informatics and Digital Medicine,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rwth-aachen-university-applied-health-informatics-and-digital-medicine-w64193/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w64193&hec-offset=76,"['Computer Science', 'Medical Informatics', 'Human Medicine']","The course is aimed at graduates in Medicine and Life Sciences as well as graduates from the fields of Computer Science, Mathematics and Natural Sciences with specific (medical-informatics) professional experience of at least one year.","Health Informatics, Digital Transformation, Data Management, Data Integration & Interoperability, Biostatistics & Ethics, Legal and Social Dimensions of Biomedical Informatics, Digital Health Applications, Machine Learning, Signal & Image Process, Innovations Management, Business Administration and Health Economics"
University of Bonn,Applied Linguistics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-bonn-applied-linguistics-w15965/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w15965&hec-offset=77,English Studies,Exceptionally qualified graduates of English degree programmes or degree programmes that include English modules.,
TU Dortmund University,Applied Linguistics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/tu-dortmund-university-applied-linguistics-w6791/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w6791&hec-offset=78,"['Communication Studies', 'General Linguistic Science', 'Comparative Linguistics']",,
TU Dortmund University,Applied Literature and Cultural Studies,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/tu-dortmund-university-applied-literature-and-cultural-studies-w6792/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=4&hec-id=w6792&hec-offset=79,"['Intercultural Studies', 'Cultural Studies', 'Comparative Linguistics']",,
Mittweida University of Applied Sciences,Applied Mathematics for Network and Data Sciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mittweida-university-of-applied-sciences-applied-mathematics-for-network-and-data-sciences-w41989/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w41989&hec-offset=80,"['Applied Computer Science', 'Applied Mathematics']",,"Cryptography, Mathematical Network Analysis, Computational Intelligence, Data Compression"
University of Koblenz,Applied Natural Sciences,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-koblenz-applied-natural-sciences-w51697/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w51697&hec-offset=81,Physical Chemistry,"Graduates of the Bachelor's degree course ""Applied Sciences"" at the Universität Koblenz-Landau and related degree courses of other disciplines from universities in Germany and abroad.","Chemistry, Physics, Materials Science"
Paderborn University,Applied Neurosciences in Sports and Exercise,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/paderborn-university-applied-neurosciences-in-sports-and-exercise-w58462/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w58462&hec-offset=82,Sports Science,"Graduates with a Bachelor's degree in a sports science, health science, physiotherapy or neuroscience discipline.",
University of Aalen - Engineering and Business,Applied Photonics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-aalen-engineering-and-business-applied-photonics-w7048/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w7048&hec-offset=83,Photonics,"The Master's course is aimed at graduates in physics, electronics, optics, optoelectronics or a related subject.","Optics, Photonics, Laser, Laser Technology, Fibre optic technology, Sensor Engineering, Image Processing, Life Science"
University of Freiburg,Applied Physics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-freiburg-applied-physics-w54088/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w54088&hec-offset=84,Physics,,
Mainz University,Applied Physics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/mainz-university-applied-physics-w70355/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w70355&hec-offset=85,Physics,,
Hof University of Applied Sciences,Applied Research in Computer Science,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/hof-university-of-applied-sciences-applied-research-in-computer-science-w63879/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w63879&hec-offset=86,"['Media Informatics', 'Practical Computer Science', 'Information Systems and Management']",,
University of Trier,Applied Statistics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-trier-applied-statistics-w63923/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w63923&hec-offset=87,Economics,,
Eberhard Karls University Tübingen,Archaeological Sciences and Human Evolution,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/eberhard-karls-university-tuebingen-archaeological-sciences-and-human-evolution-w33609/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=5&hec-id=w33609&hec-offset=88,"['Anthropobiology', 'Archaeology']","The M.Sc. in Natural Science Archaeology is a two-year, research-oriented course that deals with the wide range of scientific applications for addressing archaeological and historical questions.
In the first semester, students will get an overview of the different disciplines of natural science archaeology and then specialise in one of these disciplines. The course is not focused on specific periods or regions, but focuses on methods and topics.
Facilities
• Laboratory for old DNA
• Laboratory for organic petrology and micromorphology
• Sedimentological and soil-science laboratory
• Palaeoanthropology Imaging Lab
• Palaeoanthropology High Resolution Computer Tomography Laboratory
• Radiocarbon and luminescence dating (Curt-Engelhorn Centre Archaeometry Mannheim)
• Archaeobotanical laboratory
• Large comparative collections of human osteology, fauna and botany (seeds, fruits and charcoal)
• Analytical laboratory and isotope geochemistry (Curt-Engelhorn Centre Archaeometry Mannheim)
• Measuring room for trace element and isotope analysis (Curt-Engelhorn Centre Archaeometry Mannheim)
• X-ray fluorescence analysis (Curt-Engelhorn Centre Archaeometry Mannheim)
Although the Institute for Natural Science Archaeology was officially founded only in 2007, this area already has a long and excellent tradition at the University of Tübingen. As early as 1896, Ernst Koken taught human evolution and prehistory at the Faculty of Mathematics and Natural Sciences. Since then, numerous courses in Natural Science Archaeology have been taught in Tübingen. For many decades Tübingen was the only German university with an archaeology department within a faculty of natural sciences. Over the past decades, Natural Science Archaeology in Tübingen has been closely linked to the Chair of Early Prehistory and Quaternary Ecology and that of Bioarchaeology. In recent years, a chair for archaeometry and two new junior professorships have been set up at the Institute of Natural Science Archaeology. The institute is divided into six pillars: archaeometry, archaeobotany, geoarchaeology, palaeoanthropology, palaeogenetics and zoo archaeology.",
